"specials.name.a_cozy_break","아늑한 휴식"
"specials.name.servants_aid","하수인의 도움"
"specials.name.set_phase2","해방된 어둠"
"specials.name.set_phase3","마지막 노력"
"specials.name.severed_seal","절단된 봉인"
"specials.name.severing_strike","가르는 일격"
"specials.name.sewing_back_together","합동 바느질"
"specials.name.shackles_of_the_sea","바다의 족쇄"
"specials.name.shade_cloak","그늘 망토"
"specials.name.shadow_link","강철 결속"
"specials.name.shadow_lunge","그림자 돌진"
"specials.name.shadow_monster_form","엘드리히 슬래시"
"specials.name.shadow_sidestep","그림자 옆걸음"
"specials.name.shadow_strike","그림자 일격"
"specials.name.shadow_sweep","그림자 휩쓸기"
"specials.name.shady_concerto","그늘진 협주곡"
"specials.name.shapeshifters_deception","둔갑술사의 속임수"
"specials.name.shards_of_sun","태양의 파편"
"specials.name.shared_compassion","나눔의 연민"
"specials.name.shared_visage","함께 나눈 얼굴"
"specials.name.shark_bite","샤크 바이트"
"specials.name.sharp_cut","예리한 상처"
"specials.name.sharp_knife","예리한 칼날"
"specials.name.sharp_stingers","날카로운 찌르기"
"specials.name.shatter_psyche","정신분열"
"specials.name.shatter_soul","부서지는 영혼"
"specials.name.shattering_shriek","파괴의 절규"
"specials.name.shattering_warcry","파괴의 고함"
"specials.name.shed_skin","가죽 벗기기"
"specials.name.shieldmaidens_protection","방패 여전사의 가호"
"specials.name.shifting_mindless_attack","신속한 무지의 일격"
"specials.name.shimmering_shield","반짝이는 방패"
"specials.name.shock_bolt","감전 볼트"
"specials.name.shock_ultimatum","감전 번개"
"specials.name.shocking_news","충격적인 뉴스"
"specials.name.shrill_announcement","날카로운 알림"
"specials.name.shy_jab_dragon_pve","부끄러운 찌르기"
"specials.name.sickening_glow","병든 광채"
"specials.name.sickle_of_eradication","절멸의 낫"
"specials.name.sickle_of_wu","오의 낫"
"specials.name.sickle_trouble","낫 문제"
"specials.name.sideswipe","휩쓸기"
"specials.name.sigil_of_the_sun","태양의 인장"
"specials.name.silencing_stick_up","사일런트 스틱업"
"specials.name.silent_takedown","사일런트 테이크다운"
"specials.name.sinister_enlace","악의서린 자수"
"specials.name.sinister_enlace_deadly","악의서린 자수"
"specials.name.sinister_siphon","사악한 사이펀"
"specials.name.sir_agony","흡수의 검"
"specials.name.sir_pain","복수의 낫"
"specials.name.situational_awareness","상황 인식"
"specials.name.sky_attack","하늘 공격"
"specials.name.skyfall_crumble","낙하 분쇄"
"specials.name.slash_and_support","베기 지원"
"specials.name.slash_of_four_blades","사검 베기"
"specials.name.slash_of_glass_blades","유리 검 베기"
"specials.name.slash_of_seven_blades","칠검 베기"
"specials.name.slash_of_seven_daggers","칠단검 베기"
"specials.name.slash_of_seven_toons","일곱 개의 툰 슬래시"
"specials.name.slash_of_the_seven_stilettos","일곱 스틸레토의 칼날"
"specials.name.slaying_stake","학살의 말뚝"
"specials.name.sledge_bash","썰매 일격"
"specials.name.slice_and_dice","가로세로 베기"
"specials.name.slice_and_dice_pve","가로세로 베기"
"specials.name.slime_coated_sword","슬라임 코팅 소드"
"specials.name.slime_serving","슬라임 서비스"
"specials.name.slime_slap","슬라임 따귀"
"specials.name.slimy_balls","슬라임 볼"
"specials.name.slingja_attack_chingiriko","슬링자 공격"
"specials.name.slumber_spores","잠의 포자"
"specials.name.slumbering_beatdown","슬리핑 비트다운"
"specials.name.smoldering_tear_dragon_pve","연기 나는 눈물"
"specials.name.smooth_treatment","부드러운 요법"
"specials.name.snapping_jaws","딱딱거리는 턱"
"specials.name.snowlit_slices","설광 베기"
"specials.name.soaring_blast","불타는 폭발"
"specials.name.sock_and_block","강타와 차단"
"specials.name.solar_beam","태양 광선"
"specials.name.solar_strike","태양의 일격"
"specials.name.soldiers_curse","모래바람"
"specials.name.solid_frozen_fist","단단한 얼음 주먹"
"specials.name.song_of_calamity","재앙의 노래"
"specials.name.song_of_hoot_and_holler","시끌벅쩍한 노래"
"specials.name.song_of_regression","회귀의 만가"
"specials.name.song_of_the_morass","늪의 노래"
"specials.name.song_of_the_skies","하늘의 노래"
"specials.name.songs_of_the_cherry_tree","체리 나무의 노래"
"specials.name.sonic_infusion_arrow","음파 주입 화살"
"specials.name.sonic_roar","음속 포효"
"specials.name.sonic_wall","음파벽"
"specials.name.sonorous_spear","낭랑한 창"
"specials.name.soothing_melody","부드러운 멜로디"
"specials.name.soothing_song","감미로운 노래"
"specials.name.soul_cage","해골 소환"
"specials.name.soul_guardian","영혼 수호자"
"specials.name.sour_berry_blast_dragon_pve","사워 베리 폭발"
"specials.name.sparking_star_slash","별빛 번뜩참"
"specials.name.sparrow_fury","참새 분노"
"specials.name.spartan_cleave","스파르타의 칼"
"specials.name.spartan_slash","스파르타의 일격"
"specials.name.spear_of_blood_pact","혈맹의 창"
"specials.name.spear_of_loyalty","충성심의 창끝"
"specials.name.spear_of_shu","촉의 창"
"specials.name.spearwand_gale","스피어완드 게일"
"specials.name.spectacular_bite","과감한 공격"
"specials.name.spectral_visions","스펙트럴 비전"
"specials.name.spectral_wings","스펙트럴 날개"
"specials.name.spectres_flail","유령의 플레일"
"specials.name.spell_lock","스펠락"
"specials.name.spell_of_camaraderie","동지애의 주문"
"specials.name.spicy_berry_blast_dragon_pve","스파이시 베리 폭발"
"specials.name.spike_burst","스파이크 폭발"
"specials.name.spilled_decoctions","쏟아진 탕약"
"specials.name.spirit_arrow","영혼 화살"
"specials.name.spirit_drain","영혼 소진"
"specials.name.spirit_of_spring","봄의 영혼"
"specials.name.spirit_of_winter","겨울의 영혼"
"specials.name.spirit_rally","영혼 집결"
"specials.name.spirits_of_the_mountain","산의 영혼"
"specials.name.spiritual_unity","성대한 축제"
"specials.name.spiritual_wire","영혼의 끈"
"specials.name.splintering_shot","분쇄탄"
"specials.name.splintering_shot2","분쇄탄"
"specials.name.spotting_trouble","문제 발견"
"specials.name.spreading_gossip","소문 퍼뜨리기"
"specials.name.spreading_shadow","확장하는 그림자"
"specials.name.spreading_traps","덫 퍼뜨리기"
"specials.name.sprite_ballad","요정의 노래"
"specials.name.sprite_hymn","요정의 찬가"
"specials.name.squeak_of_protection","보호의 외침"
"specials.name.squire_strike","시종의 일격"
"specials.name.squires_squirrel","견습기사의 다람쥐"
"specials.name.squish_squash_achillea","쭉쭉 으깨기"
"specials.name.stab_of_four_blades","사검 찌르기"
"specials.name.staff_of_mana_control","마나 지팡이 컨트롤"
"specials.name.staff_of_mana_control_pve","마나 지팡이 컨트롤"
"specials.name.staff_of_the_seastar","바다 별의 일꾼"
"specials.name.staggering_blows","엄청난 일격"
"specials.name.stalling_spell","시간벌기 주문"
"specials.name.stalling_strike","시간벌기 일격"
"specials.name.stalwart_rally","굳건한 랠리"
"specials.name.stalwart_to_the_end","끝까지 가는 완고함"
"specials.name.standing_fortress","굳건한 요새"
"specials.name.standing_fortress3","굳건한 요새"
"specials.name.star_construct","별 수호물"
"specials.name.star_trail","별의 흔적"
"specials.name.starplay","스타플레이"
"specials.name.stately_retribution","준엄한 심판"
"specials.name.steel_rush","강철 돌진"
"specials.name.stellar_beam","별빛 광선"
"specials.name.sticky_express","스티커 익스프레스"
"specials.name.sticky_spear","끈끈이 창"
"specials.name.stiletto_cyclone","스틸레토 폭풍"
"specials.name.stolen_tarts","도난당한  타르트"
"specials.name.stomp","스톰프"
"specials.name.stone_skin","영혼 결속"
"specials.name.storm_of_blades","칼날의 폭풍"
"specials.name.strange_incense","기묘한 향"
"specials.name.strategic_slash","조류학적 절개"
"specials.name.strength_of_the_accursed","저주받은 자의 힘"
"specials.name.strength_of_the_benemoth","베헤모스의 힘"
"specials.name.strength_of_the_volcano","화산의 힘"
"specials.name.strengthening_draught","외풍 강화"
"specials.name.strengthening_smash","강화 타격"
"specials.name.strict_standards","엄격한 기준"
"specials.name.strike_and_support","공격 및 지원"
"specials.name.strike_from_the_shadows","그림자 일격"
"specials.name.strike_from_the_skies","공습"
"specials.name.strike_of_a_thousand_howls","천 마리 울음소리의 습격"
"specials.name.strike_of_the_ancients","고대의 일격"
"specials.name.strike_of_the_cobra","코브라의 일격"
"specials.name.strike_of_the_monolith","거석의 일격"
"specials.name.strike_of_the_toons","툰의 공격"
"specials.name.strike_of_the_underworld","지하 세계의 습격"
"specials.name.struck_by_thunder","낙뢰"
"specials.name.stubby_reap","효율적인 수확"
"specials.name.stunning_blow","마비 강타"
"specials.name.stunning_spear","충격의 창"
"specials.name.stunning_steel","충격의 강철"
"specials.name.stunning_strike","충격의 일격"
"specials.name.stupendous_break_in","거인의 침공"
"specials.name.sturdy_riposte","튼튼한 응수"
"specials.name.stylish_chop","세련된 촙"
"specials.name.stylish_counterattack","세련된 반격"
"specials.name.stylish_eruption","세련된 분출"
"specials.name.stylish_fireball","세련된 불덩이"
"specials.name.stylish_heal","세련된 회복"
"specials.name.stylish_pulverizer","세련된 분쇄기"
"specials.name.stylish_slash","세련된 슬래시"
"specials.name.stylish_spear","세련된 창"
"specials.name.stylish_strike","세련된 일격"
"specials.name.stylish_strike_caedmon","세련된 일격"
"specials.name.stylish_warcry","세련된 전투 함성"
"specials.name.subduing_strike","제압 공격"
"specials.name.sublime_pastry","가장 수상한 페이스트리"
"specials.name.sudden_attack","서든어택"
"specials.name.suffocating_smoke","질식의 연기"
"specials.name.suffocating_smoke2","질식의 연기"
"specials.name.suffocating_smoke3","질식의 연기"
"specials.name.sugar_rush","슈가 러시"
"specials.name.summer_carol","여름 캐럴"
"specials.name.summers_end","냉기의 최종타"
"specials.name.summon_ballerina_fiend","발레리나 소환"
"specials.name.summon_celestial_guardians","셀레스티얼 수호자 소환"
"specials.name.summon_rock_golems","바위 골렘 소환"
"specials.name.summon_sand_golems","모래 골렘 소환"
"specials.name.summon_temple_guardians","사원 수호자 소환"
"specials.name.sunken_abyss","심연의 계곡"
"specials.name.sunken_magma_cube","침몰한 마그마 큐브"
"specials.name.sunscreen_blast","자외선 차단 폭발"
"specials.name.sunstone_glare_dragon_pve","선스톤 글레어"
"specials.name.super_duper_spray","슈퍼 듀퍼 스프레이"
"specials.name.super_porridge","활기의 죽"
"specials.name.superb_sake","최고의 사케"
"specials.name.supercharged_fireball_dragon_pve","슈퍼차지 파이어볼"
"specials.name.supernova","초신성"
"specials.name.supernova_boss_phase1","초신성"
"specials.name.supernova_boss_phase2","초신성 아이테르누스"
"specials.name.suppressing_ki","기 억제"
"specials.name.sure_fire_combustion","확실한 연소"
"specials.name.surprise_goo","깜짝 끈끈이!"
"specials.name.suspicious_stew","미심쩍은 스튜"
"specials.name.swamp_skin","늪껍질"
"specials.name.swashbuckling_stab","용맹한 칼부림"
"specials.name.sweet_berry_blast_dragon_pve","스위트 베리 폭발"
"specials.name.sweet_dreams","달콤한 꿈"
"specials.name.swift_little_friends","스위프트 리틀 프렌즈"
"specials.name.swift_maneuvers","민첩한 움직임"
"specials.name.swift_stingers","신속한 쐐기"
"specials.name.swooping_support","강습 지원"
"specials.name.swooping_talon","빠른 발톱 공격"
"specials.name.sword_barricade","검 방어벽"
"specials.name.sword_dance","소드 댄스"
"specials.name.sword_of_swan_song","스완송의 검"
"specials.name.sword_of_wei","위의 검"
"specials.name.sylvan_blessings","실번의 축복"
"specials.name.symphonic_pulverizer","조화로운 분쇄"
"specials.name.tackle","태클"
"specials.name.tactical_cut","전술적 칼질"
"specials.name.tail_bash","꼬리 후려치기"
"specials.name.tail_slam","꼬리 휘두르기"
"specials.name.tail_slam_deadly","꼬리 휘두르기"
"specials.name.tail_sting","꼬리 찌르기"
"specials.name.tail_sting_deadly","꼬리 찌르기"
"specials.name.tainted_axe","오염된 도끼"
"specials.name.tambourine_solo","탬버린 솔로"
"specials.name.tangy_berry_blast_dragon_pve","탠지 베리 폭발"
"specials.name.tantrum_of_forest","툰의 분노"
"specials.name.teeth_of_the_river","강의 이빨"
"specials.name.tempered_blade","강화 칼날"
"specials.name.tentacle_jab","촉수 잽"
"specials.name.tentacle_slash","촉수 슬래시"
"specials.name.terrifying_screech","끔찍한 비명"
"specials.name.terror_shriek","공포의 절규"
"specials.name.testudo_rock","테스투도 락"
"specials.name.testudo_roll","귀갑 구르기"
"specials.name.testudo_roll_deadly","귀갑 구르기"
"specials.name.the_call_to_hibernate","동면의 부름"
"specials.name.the_dukes_investigation","공작의 조사"
"specials.name.the_eagles_blessing","독수리의 축복"
"specials.name.the_mighty_crescendo","강력한 크레센도"
"specials.name.the_perfect_throw","완벽한 던지기"
"specials.name.the_piranha_incident","피라냐 사건"
"specials.name.the_queens_radiance","여왕의 광채"
"specials.name.the_queens_speech","여왕의 연설"
"specials.name.the_two_sides_of_the_moon","달의 양면"
"specials.name.the_undercover_investigation","잠입 수사"
"specials.name.thieving_shot","도둑 샷"
"specials.name.thorned_slam_dunk","가시 슬램 덩크"
"specials.name.thousand_cuts","무수한 상처"
"specials.name.thousand_palm_strikes","천 개의 손바닥 치기"
"specials.name.three_bandit_mice","도적 쥐 세 마리"
"specials.name.three_blind_mice","눈 먼 쥐떼"
"specials.name.three_little_rams","어린 양 세 마리"
"specials.name.thresher_worms","타작의 벌레"
"specials.name.thrilling_clash","스릴 격돌"
"specials.name.throwing_daggers","단검 투척"
"specials.name.throwing_stars","표창 던지기"
"specials.name.thunder_ultimatum","종말의 번개"
"specials.name.thunderbolt","번개화살"
"specials.name.thundering_strike","벼락 공격"
"specials.name.thunderstorm","번개폭풍"
"specials.name.thunderstrike","종말의 번개"
"specials.name.tidal_force","조수의 힘"
"specials.name.tidal_vortex","바다 소용돌이"
"specials.name.tidal_wave","악의의 파도"
"specials.name.tidal_waves","거대한 파도"
"specials.name.tidy_up","정리해!"
"specials.name.time_rewind","시간 되감기"
"specials.name.timeless_timepiece","영원의 시계"
"specials.name.titanbone_chain_slash","타이탄본 체인 슬래시"
"specials.name.titanium_antler_attack","티타늄 사슴뿔 공격"
"specials.name.titantooth_blade","타이탄투스 검"
"specials.name.to_the_rescue","구조대 출발!"
"specials.name.tokri_of_resources","자원의 토크리"
"specials.name.tome_of_the_stag","사슴의 고서"
"specials.name.toon_annihilation","툰 파멸"
"specials.name.toon_athenas_bow","툰 아테나의 활"
"specials.name.toon_attack","툰 공격"
"specials.name.toon_barrage","툰 배러지"
"specials.name.toon_bash","툰 일격"
"specials.name.toon_bite","툰 바이트"
"specials.name.toon_blast","툰 폭발"
"specials.name.toon_brew","툰 브루"
"specials.name.toon_chop","툰 촙"
"specials.name.toon_cleave","툰 클리브"
"specials.name.toon_counter","툰 앤 카운터"
"specials.name.toon_cut","툰 컷"
"specials.name.toon_finisher","툰 피니셔"
"specials.name.toon_fury","툰 퓨리"
"specials.name.toon_hit","툰 히트"
"specials.name.toon_jolt","툰 졸트"
"specials.name.toon_lament","툰 애가"
"specials.name.toon_link","툰 링크"
"specials.name.toon_mirror","툰 거울"
"specials.name.toon_mist","툰 미스트"
"specials.name.toon_of_the_depths","심연의 툰"
"specials.name.toon_of_the_seas","바다의 툰"
"specials.name.toon_prowess","툰 기량"
"specials.name.toon_riposte","툰 리포스트"
"specials.name.toon_shot","툰 샷"
"specials.name.toon_slam","툰 슬램"
"specials.name.toon_slash","툰 슬래시"
"specials.name.toon_stab","툰 찌르기"
"specials.name.toon_stars","툰 별"
"specials.name.toon_storm","툰 스톰"
"specials.name.toon_strike","툰 공격"
"specials.name.toon_traps","툰 트랩"
"specials.name.toon_ultimatum","툰 최후통첩"
"specials.name.toon_vines","툰 덩굴"
"specials.name.toon_wave","툰 공세"
"specials.name.toon_waza","툰 기술"
"specials.name.toonball","툰볼"
"specials.name.tooncry","툰크라이"
"specials.name.toonpower_pulverizer","툰파워 분쇄기"
"specials.name.toons_luck","툰의 행운"
"specials.name.toons_order","툰의 명령"
"specials.name.toontastic_feast","툰타스틱한 축제"
"specials.name.toontastic_fog","툰타스틱 안개"
"specials.name.toontastic_link","툰타스틱 링크"
"specials.name.toontastic_protection","툰타스틱한 보호"
"specials.name.toontastic_pulverizer","툰타스틱 분쇄기"
"specials.name.toontastic_riposte","툰타스틱 리포스테"
"specials.name.toontastic_smash","툰타스틱 스매시"
"specials.name.toontastic_strike","툰타스틱 스트라이크"
"specials.name.total_beatdown","총체적 난타"
"specials.name.tough_love","러브 캐논"
"specials.name.towers_curse","모래 돌풍"
"specials.name.toxic_berry_blast","독성 베리 폭발"
"specials.name.toxic_bile","유독성 담즙"
"specials.name.toxic_flames","독성 불길"
"specials.name.toxic_fumes","독성 가스"
"specials.name.toxic_gas_cloud","독가스 구름"
"specials.name.toxic_headbutt","유독성 헤드버트"
"specials.name.toxic_incense","독 향료"
"specials.name.toxic_spit","독성 침"
"specials.name.toxic_stinger","독성 찌르기"
"specials.name.toxic_traps","독극물 함정"
"specials.name.toxic_tricks","독극물 속임수"
"specials.name.toxicadendra","가속화된 성장"
"specials.name.trainer_blast","훈련관의 일격"
"specials.name.trainer_slash","훈련관의 일격"
"specials.name.tranquil_mist","평온의 안개"
"specials.name.transcendental_charge","초월 충전"
"specials.name.transcendental_frame","초월의 프레임"
"specials.name.transfigure","변신"
"specials.name.travelers_snack","여행자의 간식"
"specials.name.treasure_ale","보물 에일"
"specials.name.trial_of_darkness","어둠의 시련"
"specials.name.trial_of_fauna","동물의 시련"
"specials.name.trial_of_fire","화염의 시련"
"specials.name.trial_of_flames","불길의 시련"
"specials.name.trial_of_flora","식물의 시련"
"specials.name.trial_of_frost","숲의 시련"
"specials.name.trial_of_ice","얼음의 시련"
"specials.name.trial_of_nature","자연의 시련"
"specials.name.trial_of_pain","고통의 시련"
"specials.name.trial_of_the_moon","달의 시련"
"specials.name.trial_of_the_sun","태양의 시련"
"specials.name.trial_of_the_waters","물의 시련"
"specials.name.tribal_rage","부족의 분노"
"specials.name.tribal_rage_pve","부족의 분노"
"specials.name.trick_of_the_trade","거래의 요령"
"specials.name.trickster_grenades","트릭스터 수류탄"
"specials.name.tricksters_buff","병"
"specials.name.tricksters_damage","검"
"specials.name.tricksters_exchange","마술사의 도박"
"specials.name.tricksters_lullaby","사기꾼의 자장가"
"specials.name.tricksters_malice","사기꾼의 악의"
"specials.name.tricksters_mischief","사기꾼의 장난"
"specials.name.tricksters_negative","빙결"
"specials.name.tricksters_transformation","사기꾼의 변신"
"specials.name.triple_stab","삼단 찌르기"
"specials.name.triumph_of_strategy","전략의 승리"
"specials.name.tropical_ambush","열대 매복"
"specials.name.tumbling_dragon","추락하는 용"
"specials.name.tumbling_dragon2","추락하는 용"
"specials.name.turquoise_falcon","터쿼이즈 팔콘"
"specials.name.twilight_of_crimes","범죄의 황혼"
"specials.name.twilight_of_ruin","폐허의 황혼"
"specials.name.twilight_of_sorrow","슬픔의 황혼"
"specials.name.twilight_star_strike","황혼의 스타 스트라이크"
"specials.name.twilight_tricks","황혼의 묘수"
"specials.name.twist_of_fate","운명의 비틀림"
"specials.name.twist_of_fate_minor","비틀린 운명"
"specials.name.twostep_swing","2단계 스윙"
"specials.name.ultimate_giftsack","궁극의 선물 자루"
"specials.name.unbreakable_brawler","불굴의 싸움꾼"
"specials.name.unbroken_assault","불굴의 돌격"
"specials.name.unchained_jaws","풀려난 턱"
"specials.name.unchained_jaws_ultimate_boss","풀려난 턱"
"specials.name.undead_obliteration","언데드 말살자"
"specials.name.undead_penance_poetic","언데드의 속죄"
"specials.name.undead_rage","마법 화살"
"specials.name.undead_razer","파괴의 언데드"
"specials.name.under_the_surf","파도 아래"
"specials.name.underwater_magma_cube","수중 마그마 큐브"
"specials.name.underwater_riddle","수중 수수께끼"
"specials.name.undying_heads","죽지 않는 머리"
"specials.name.undying_heads_ultimate_boss","히드라의 머리"
"specials.name.undying_incantation","불멸의 주문"
"specials.name.undying_summon","불멸의 소환"
"specials.name.unerring_course","언에러 코스"
"specials.name.unfeeling_assailing","냉정한 공격"
"specials.name.unhallowed_spirits","허락되지 않은 정령"
"specials.name.unholy_light","부정한 빛"
"specials.name.unholy_power","불경한 힘"
"specials.name.unholy_rain","부정한 비"
"specials.name.unite_and_oppose","반대와 전복"
"specials.name.unnatural_pact","생명의 포식자"
"specials.name.unrelenting_hunter","가차없는 사냥꾼"
"specials.name.unrelenting_riposte","불굴의 반격"
"specials.name.unstoppable_charge","거침없는 공격"
"specials.name.unstoppable_growl","막을 수 없는 위협"
"specials.name.unwavering_devotion","확고한 결심"
"specials.name.unwavering_devotion_pve","확고한 결심"
"specials.name.unwavering_focus","확고한 집중"
"specials.name.unyielding_protector","불굴의 수호자"
"specials.name.unyielding_stance","불굴의 태도"
"specials.name.unyielding_sword","불굴의 검"
"specials.name.urgent_gift_delivery","긴급 선물 배송"
"specials.name.ursine_protection","곰의 보호"
"specials.name.valiant_lunge","용맹한 찌르기"
"specials.name.valkyrie_charge","발키리의 돌진"
"specials.name.valkyrie_defense","발키리의 방어"
"specials.name.valkyrie_resistance","발키리의 저항"
"specials.name.valkyrie_rush","발키리의 돌진"
"specials.name.valkyries_fortitude","발키리의 불굴"
"specials.name.valorant_strike","용맹한 공격"
"specials.name.valuable_contribution","귀중한 공헌"
"specials.name.vampire_killer","뱀파이어 킬러"
"specials.name.vampiric_cleave","뱀파이어의 공격"
"specials.name.vampiric_curse","흡혈 저주"
"specials.name.vampiric_heist","뱀파이어 습격"
"specials.name.vampiric_touch","뱀파이어의 손길"
"specials.name.vanguard_of_passion","열정의 선봉대"
"specials.name.vantage_point","우위 선점"
"specials.name.vapors_of_the_underworld","지하 증기"
"specials.name.vast_ward","굳건한 수호"
"specials.name.vengeance_of_owlhalla","아울할라의 복수"
"specials.name.vengeful_backstab","복수의 칼침"
"specials.name.vengeful_scythe","복수의 낫"
"specials.name.venom_slash","베놈 슬래시"
"specials.name.venomfang_concoction","독송곳니 칵테일"
"specials.name.venomous_claws","독 발톱"
"specials.name.venomous_jab","독성 잽"
"specials.name.venomous_spores","독성 포자"
"specials.name.venomous_sting_dragon_pve","독침"
"specials.name.verdant_mirror","초록빛 거울"
"specials.name.verdant_trap","초록빛 함정"
"specials.name.vertical_slash","세로베기"
"specials.name.vicious_axe","잔인한 도끼"
"specials.name.vicious_cyclone","악의적인 사이클론"
"specials.name.vicious_strike","사나운 일격"
"specials.name.vicious_trap","악의적 함정"
"specials.name.vigilante_punch","자경단 습격"
"specials.name.vigorous_aegis","활기 넘치는 이지스"
"specials.name.vigorous_villanelle","격렬한 빌라넬"
"specials.name.vile_blessing","약화의 저주"
"specials.name.villain_swing","사악한 휘두르기"
"specials.name.viper_blade","장팔사모"
"specials.name.viper_blade_costume_bear_slayer","베어 블레이드"
"specials.name.viscous_shield_justico","점성 방패"
"specials.name.vitalizing_show","활력의 쇼"
"specials.name.vitrail_flames","비트레일 플레임"
"specials.name.viziers_curse","모래 돌풍"
"specials.name.voice_of_authority","군왕의 소리"
"specials.name.void_blast","공허 폭발"
"specials.name.void_bomb","공허 폭탄"
"specials.name.void_orb_dragon_pve","공허의 오브"
"specials.name.voidshield","보이드실드"
"specials.name.volatile_crystal_conduit","휘발성 수정 도관"
"specials.name.volcanic_blast","화산 분출"
"specials.name.volcanic_boulders","화산암"
"specials.name.volcanic_eruption","화산 분출"
"specials.name.volcanic_explosion","화산 폭발"
"specials.name.volcanic_flareup","화산 불씨"
"specials.name.volcanic_rush","화산 러시"
"specials.name.volcanic_shell","화산 껍질"
"specials.name.volcanic_tantrum","툰 폭발"
"specials.name.voluminous_vigor","방대한 활력"
"specials.name.wall_of_ice","빙벽"
"specials.name.wall_of_ki","기의 벽"
"specials.name.wall_of_ki2","기의 벽"
"specials.name.wall_of_swords","칼날벽"
"specials.name.wallet_pulverizer","분쇄의 주판"
"specials.name.wand_of_mana_control","마나 조절 지팡이"
"specials.name.wand_of_mana_trickery","마나 속임수의 지팡이"
"specials.name.wandering_star_shot","방황하는 스타 샷"
"specials.name.war_feast","전쟁 축제"
"specials.name.war_song","전쟁 노래"
"specials.name.warcry","전투의 함성"
"specials.name.warcry_of_the_hunt","사냥 구호"
"specials.name.warcry_of_the_jungle","정글의 함성"
"specials.name.warding_off_evil","악마 퇴치"
"specials.name.warped_timepiece","시간 워프"
"specials.name.watchful_duty","감시 임무"
"specials.name.water_jet_dragon_pve","워터 제트"
"specials.name.waters_of_nourishment","영양의 샘물"
"specials.name.watery_grave","물속의 무덤"
"specials.name.weakening_strike","약화 타격"
"specials.name.web_of_spies","스파이 네트워크"
"specials.name.welding_sweep_dragon_pve","용접 휩쓸기"
"specials.name.whimsical_aid","엉뚱한 도움"
"specials.name.whirlpool","소용돌이"
"specials.name.whirlpool_dash","소용돌이 돌진"
"specials.name.whirlwind_blows","소용돌이 바람"
"specials.name.whispers_of_xulu","줄루의 속삭임"
"specials.name.whiteout","화이트아웃"
"specials.name.wicked_witchcraft","사악한 주술"
"specials.name.wide_slash","넓게 베기"
"specials.name.widows_kiss","미망인의 키스"
"specials.name.wild_cleave","야생동물의 공격"
"specials.name.wild_growth","거친 성장"
"specials.name.will_of_fire","화염의 의지"
"specials.name.wily_wisps","교활한 위습"
"specials.name.wind_gospel","바람의 복음"
"specials.name.wind_prayer","바람의 기도"
"specials.name.wings_of_destruction_pve","파괴의 날개"
"specials.name.wings_of_force","힘의 날개"
"specials.name.wings_of_frost","서리의 날개"
"specials.name.wings_of_laceration","열상의 날개"
"specials.name.wings_of_recovery","회복의 날개"
"specials.name.wings_of_shadow","그림자의 날개"
"specials.name.wings_of_thorn","가시 날개"
"specials.name.wisdom_of_the_gnomes","놈의 지혜"
"specials.name.wise_mans_counsel","현자의 충고"
"specials.name.witch_killer","마녀 학살자"
"specials.name.witch_slayer","마녀 처단자"
"specials.name.withering_seasons","고난의 계절"
"specials.name.wolf_bite","늑대 이빨"
"specials.name.word_of_queen","여왕의 말씀"
"specials.name.word_of_skies","하늘의 전언"
"specials.name.worm_bite","유충 물기"
"specials.name.wounding_strike","고통의 일격"
"specials.name.wrap","공간이동"
"specials.name.wrath_of_fate","운명의 분노"
"specials.name.wrath_of_frozen_soul","얼어붙은 영혼의 분노"
"specials.name.wrath_of_the_ancient","고대의 분노"
"specials.name.wrath_of_the_nine_beaks","아홉 부리의 분노"
"specials.name.wrath_of_tundra","툰드라의 분노"
"specials.name.wrathful_sting","분노의 찌르기"
"specials.name.wrenching_strike","비틀기 공격"
"specials.name.xenda_special","언더월드 블레이즈"
"specials.name.xenda_special_costume","지하 세계의 불꽃"
"specials.name.yellow_beetloid_bite","노란 비틀로이드 물기"
"specials.name.yellow_signs","노란색 표지판"
"specials.name.yurei","유레이"
"specials.name.zombie_curse","좀비의 축복"
"specials.name.zombie_invocation","좀비의 주문"
"specials.name.zooming_lunge","확대 런지"
