"specials.name.a_cozy_break","舒適小憩"
"specials.name.sinister_siphon","邪惡虹吸"
"specials.name.sir_agony","消耗之刃"
"specials.name.sir_pain","復仇鐮刀"
"specials.name.situational_awareness","狀態意識"
"specials.name.sky_attack","天際攻擊"
"specials.name.skyfall_crumble","天降粉碎"
"specials.name.slash_and_support","斬擊支援"
"specials.name.slash_of_four_blades","四刃連斬"
"specials.name.slash_of_glass_blades","玻璃刃連斬"
"specials.name.slash_of_seven_blades","七刃連斬"
"specials.name.slash_of_seven_daggers","七刀連斬"
"specials.name.slash_of_seven_toons","七連斬公仔"
"specials.name.slash_of_the_seven_stilettos","七匕首連斬"
"specials.name.slaying_stake","誅戮之棍"
"specials.name.sledge_bash","雪橇猛擊"
"specials.name.slice_and_dice","剁碎切丁"
"specials.name.slice_and_dice_pve","剁碎切丁"
"specials.name.slime_coated_sword","史萊姆塗層劍"
"specials.name.slime_serving","史萊姆服侍"
"specials.name.slime_slap","史萊姆拍擊"
"specials.name.slimy_balls","黏膩球"
"specials.name.slingja_attack_chingiriko","扔擲攻擊"
"specials.name.slumber_spores","睡眠孢子"
"specials.name.slumbering_beatdown","沉睡擊敗"
"specials.name.smoldering_tear_dragon_pve","悶燒之淚"
"specials.name.smooth_treatment","和藹應對"
"specials.name.snapping_jaws","猛咬下顎"
"specials.name.snowlit_slices","雪光切擊"
"specials.name.soaring_blast","沖天爆裂"
"specials.name.sock_and_block","猛擊封鎖"
"specials.name.solar_beam","極地光束"
"specials.name.solar_strike","極地打擊"
"specials.name.soldiers_curse","飛沙柔風"
"specials.name.solid_frozen_fist","冰封之拳"
"specials.name.song_of_calamity","災難之歌"
"specials.name.song_of_hoot_and_holler","呼喊之歌"
"specials.name.song_of_regression","衰退輓歌"
"specials.name.song_of_the_morass","沼澤之歌"
"specials.name.song_of_the_skies","天空之歌"
"specials.name.songs_of_the_cherry_tree","櫻花樹之歌"
"specials.name.sonic_infusion_arrow","音速注入箭"
"specials.name.sonic_roar","超音速之吼"
"specials.name.sonic_wall","超音速墻"
"specials.name.sonorous_spear","響亮之矛"
"specials.name.soothing_melody","慰藉旋律"
"specials.name.soothing_song","慰藉之歌"
"specials.name.soul_cage","骷髏召喚"
"specials.name.soul_guardian","靈魂守護者"
"specials.name.sour_berry_blast_dragon_pve","酸莓果爆裂"
"specials.name.sparking_star_slash","耀星斬擊"
"specials.name.sparrow_fury","麻雀之怒"
"specials.name.spartan_cleave","斯巴達披斬"
"specials.name.spartan_slash","斯巴達斬"
"specials.name.spear_of_blood_pact","血契之矛"
"specials.name.spear_of_loyalty","忠誠之矛"
"specials.name.spear_of_shu","蜀國之矛"
"specials.name.spearwand_gale","矛杖烈風"
"specials.name.spectacular_bite","極強撕咬"
"specials.name.spectral_visions","光譜幻象"
"specials.name.spectral_wings","幽靈之翼"
"specials.name.spectres_flail","幽魂枷鎖"
"specials.name.spell_lock","咒鎖"
"specials.name.spell_of_camaraderie","友誼之咒"
"specials.name.spicy_berry_blast_dragon_pve","辣莓果爆裂"
"specials.name.spike_burst","利刺爆發"
"specials.name.spilled_decoctions","灑出的湯劑"
"specials.name.spirit_arrow","英靈之箭"
"specials.name.spirit_drain","靈魂消耗"
"specials.name.spirit_of_spring","春之巫師"
"specials.name.spirit_of_winter","冬日之魂"
"specials.name.spirit_rally","靈魂齊聚"
"specials.name.spirits_of_the_mountain","山之靈"
"specials.name.spiritual_unity","美妙盛宴"
"specials.name.spiritual_wire","靈魂線路"
"specials.name.splintering_shot","分裂射擊"
"specials.name.splintering_shot2","分裂射擊"
"specials.name.spotting_trouble","發現麻煩"
"specials.name.spreading_gossip","散佈八卦"
"specials.name.spreading_shadow","散播暗影"
"specials.name.spreading_traps","散播陷阱"
"specials.name.sprite_ballad","妖精之歌"
"specials.name.sprite_hymn","妖精讚歌"
"specials.name.squeak_of_protection","驚聲護衛"
"specials.name.squire_strike","侍從打擊"
"specials.name.squires_squirrel","松鼠侍從"
"specials.name.squish_squash_achillea","粉碎擠壓"
"specials.name.stab_of_four_blades","四刃連擊"
"specials.name.staff_of_mana_control","法力操控法杖"
"specials.name.staff_of_mana_control_pve","法力操控法杖"
"specials.name.staff_of_the_seastar","海星法杖"
"specials.name.staggering_blows","搖晃打擊"
"specials.name.stalling_spell","延時施咒"
"specials.name.stalling_strike","延時打擊"
"specials.name.stalwart_rally","堅定集結"
"specials.name.stalwart_to_the_end","堅持到底"
"specials.name.standing_fortress","屹立碉堡"
"specials.name.standing_fortress3","屹立碉堡"
"specials.name.star_construct","星星構造體"
"specials.name.star_trail","星軌"
"specials.name.starplay","星戲"
"specials.name.stately_retribution","莊嚴回報"
"specials.name.steel_rush","鋼鐵衝刺"
"specials.name.stellar_beam","恆星光束"
"specials.name.sticky_express","黏黏特快車"
"specials.name.sticky_spear","黏黏之矛"
"specials.name.stiletto_cyclone","匕首旋風"
"specials.name.stolen_tarts","被偷的餡餅"
"specials.name.stomp","重踏"
"specials.name.stone_skin","靈魂羈絆"
"specials.name.storm_of_blades","利刃風暴"
"specials.name.strange_incense","古怪檀香"
"specials.name.strategic_slash","鳥類劃傷"
"specials.name.strength_of_the_accursed","被詛咒者之力"
"specials.name.strength_of_the_benemoth","巨獸之力"
"specials.name.strength_of_the_volcano","火山之力"
"specials.name.strengthening_draught","強化飲品"
"specials.name.strengthening_smash","強力猛擊"
"specials.name.strict_standards","嚴格標準"
"specials.name.strike_and_support","打擊支援"
"specials.name.strike_from_the_shadows","陰影侵襲"
"specials.name.strike_from_the_skies","天空侵襲"
"specials.name.strike_of_a_thousand_howls","千嚎打擊"
"specials.name.strike_of_the_ancients","遠古打擊"
"specials.name.strike_of_the_cobra","眼鏡蛇打擊"
"specials.name.strike_of_the_monolith","巨岩打擊"
"specials.name.strike_of_the_toons","公仔打擊"
"specials.name.strike_of_the_underworld","地獄打擊"
"specials.name.struck_by_thunder","天打雷劈"
"specials.name.stubby_reap","斷株收割"
"specials.name.stunning_blow","麻痺粉碎"
"specials.name.stunning_spear","絕世之矛"
"specials.name.stunning_steel","絕世好劍"
"specials.name.stunning_strike","眩暈打擊"
"specials.name.stupendous_break_in","強力干擾"
"specials.name.sturdy_riposte","堅定還擊"
"specials.name.stylish_chop","有型砍擊"
"specials.name.stylish_counterattack","有型反擊"
"specials.name.stylish_eruption","有型噴發"
"specials.name.stylish_fireball","有型火球"
"specials.name.stylish_heal","有型治療"
"specials.name.stylish_pulverizer","有型粉碎"
"specials.name.stylish_slash","有型連斬"
"specials.name.stylish_spear","有型矛刺"
"specials.name.stylish_strike","有型打擊"
"specials.name.stylish_strike_caedmon","有型打擊"
"specials.name.stylish_warcry","有型戰嚎"
"specials.name.subduing_strike","征服打擊"
"specials.name.sublime_pastry","魚味十足的糕點"
"specials.name.sudden_attack","暴起攻擊"
"specials.name.suffocating_smoke","窒息煙霧"
"specials.name.suffocating_smoke2","窒息煙霧"
"specials.name.suffocating_smoke3","窒息煙霧"
"specials.name.sugar_rush","糖後興奮感"
"specials.name.summer_carol","夏天頌歌"
"specials.name.summers_end","冰凍結局"
"specials.name.summon_ballerina_fiend","芭蕾舞伶召喚"
"specials.name.summon_celestial_guardians","召喚天宇守護者"
"specials.name.summon_rock_golems","召喚石巨像"
"specials.name.summon_sand_golems","召喚砂巨像"
"specials.name.summon_temple_guardians","召喚神殿守護者"
"specials.name.sunken_abyss","深沉深淵"
"specials.name.sunken_magma_cube","沉沒岩漿立方"
"specials.name.sunscreen_blast","防曬油爆裂"
"specials.name.sunstone_glare_dragon_pve","日石眩光"
"specials.name.super_duper_spray","超級厲害噴霧"
"specials.name.super_porridge","超級麥片粥"
"specials.name.superb_sake","極品清酒"
"specials.name.supercharged_fireball_dragon_pve","增壓火球"
"specials.name.supernova","超新星"
"specials.name.supernova_boss_phase1","超新星"
"specials.name.supernova_boss_phase2","永恆超新星"
"specials.name.suppressing_ki","壓制之氣"
"specials.name.sure_fire_combustion","絕對燃燒"
"specials.name.surprise_goo","驚喜黏液！"
"specials.name.suspicious_stew","可疑燉煮"
"specials.name.swamp_skin","沼澤皮膚"
"specials.name.swashbuckling_stab","劍客刺擊"
"specials.name.sweet_berry_blast_dragon_pve","甜莓果爆裂"
"specials.name.sweet_dreams","好夢"
"specials.name.swift_little_friends","迅捷小朋友"
"specials.name.swift_maneuvers","迅捷身法"
"specials.name.swift_stingers","迅捷刺針"
"specials.name.swooping_support","俯衝支援"
"specials.name.swooping_talon","俯衝之爪"
"specials.name.sword_barricade","刀鋒壁壘"
"specials.name.sword_dance","刀劍之舞"
"specials.name.sword_of_swan_song","天鵝之歌劍"
"specials.name.sword_of_wei","魏國之劍"
"specials.name.sylvan_blessings","森林祝福"
"specials.name.symphonic_pulverizer","粉碎交響"
"specials.name.tackle","迎風披靡"
"specials.name.tactical_cut","戰術之斬"
"specials.name.tail_bash","長尾猛擊"
"specials.name.tail_slam","尾巴猛撞"
"specials.name.tail_slam_deadly","尾巴猛撞"
"specials.name.tail_sting","尾巴刺擊"
"specials.name.tail_sting_deadly","尾巴刺擊"
"specials.name.tainted_axe","疫病斧"
"specials.name.tambourine_solo","鈴鼓獨奏"
"specials.name.tangy_berry_blast_dragon_pve","香濃莓果爆裂"
"specials.name.tantrum_of_forest","公仔之怒"
"specials.name.teeth_of_the_river","河牙"
"specials.name.tempered_blade","回火之刃"
"specials.name.tentacle_jab","觸手猛刺"
"specials.name.tentacle_slash","觸手劈斬"
"specials.name.terrifying_screech","觸手尖叫"
"specials.name.terror_shriek","恐懼尖叫"
"specials.name.testudo_rock","龜甲岩石"
"specials.name.testudo_roll","龜甲翻滾"
"specials.name.testudo_roll_deadly","龜甲翻滾"
"specials.name.the_call_to_hibernate","休眠之聲"
"specials.name.the_dukes_investigation","公爵細察"
"specials.name.the_eagles_blessing","鷹之祝福"
"specials.name.the_mighty_crescendo","高潮迭起"
"specials.name.the_perfect_throw","完美一擲"
"specials.name.the_piranha_incident","食人魚意外"
"specials.name.the_queens_radiance","女王的丰采"
"specials.name.the_queens_speech","女王的演講"
"specials.name.the_two_sides_of_the_moon","月的兩面"
"specials.name.the_undercover_investigation","偽裝調查"
"specials.name.thieving_shot","偷襲射擊"
"specials.name.thorned_slam_dunk","帶刺灌籃"
"specials.name.thousand_cuts","千刀萬剮"
"specials.name.thousand_palm_strikes","千掌打擊"
"specials.name.three_bandit_mice","三隻賊鼠"
"specials.name.three_blind_mice","三隻盲鼠"
"specials.name.three_little_rams","三隻小羊"
"specials.name.thresher_worms","長尾鮫蟲"
"specials.name.thrilling_clash","驚心衝撞"
"specials.name.throwing_daggers","投擲匕首"
"specials.name.throwing_stars","投擲飛鏢"
"specials.name.thunder_ultimatum","雷電通牒"
"specials.name.thunderbolt","閃電箭"
"specials.name.thundering_strike","雷霆打擊"
"specials.name.thunderstorm","閃電風暴"
"specials.name.thunderstrike","雷電通牒"
"specials.name.tidal_force","潮汐之力"
"specials.name.tidal_vortex","潮汐漩渦"
"specials.name.tidal_wave","巨浪滔天"
"specials.name.tidal_waves","潮汐浪波"
"specials.name.tidy_up","整理乾淨！"
"specials.name.time_rewind","時間倒流"
"specials.name.timeless_timepiece","永恆時鐘"
"specials.name.titanbone_chain_slash","泰坦骨鐵鍊連斬"
"specials.name.titanium_antler_attack","鈦角攻擊"
"specials.name.titantooth_blade","巨牙刀"
"specials.name.to_the_rescue","前往救援！"
"specials.name.tokri_of_resources","資源編織籃"
"specials.name.tome_of_the_stag","雄鹿書卷"
"specials.name.toon_annihilation","公仔殲滅"
"specials.name.toon_athenas_bow","公仔雅典娜之弓"
"specials.name.toon_attack","公仔攻擊"
"specials.name.toon_barrage","公仔彈幕"
"specials.name.toon_bash","公仔猛擊"
"specials.name.toon_bite","公仔之咬"
"specials.name.toon_blast","公仔爆裂"
"specials.name.toon_brew","公仔釀造"
"specials.name.toon_chop","公仔砍擊"
"specials.name.toon_cleave","公仔劈擊"
"specials.name.toon_counter","卡通反擊"
"specials.name.toon_cut","公仔切割"
"specials.name.toon_finisher","公仔終結技"
"specials.name.toon_fury","公仔之怒"
"specials.name.toon_hit","公仔打擊"
"specials.name.toon_jolt","公仔震顫"
"specials.name.toon_lament","公仔輓歌"
"specials.name.toon_link","公仔連結"
"specials.name.toon_mirror","公仔之鏡"
"specials.name.toon_mist","公仔之霧"
"specials.name.toon_of_the_depths","深淵公仔"
"specials.name.toon_of_the_seas","海洋公仔"
"specials.name.toon_prowess","公仔神威"
"specials.name.toon_riposte","公仔還擊"
"specials.name.toon_shot","公仔射擊"
"specials.name.toon_slam","公仔重擊"
"specials.name.toon_slash","公仔劈斬"
"specials.name.toon_stab","公仔戳擊"
"specials.name.toon_stars","公仔星星"
"specials.name.toon_storm","公仔風暴"
"specials.name.toon_strike","公仔打擊"
"specials.name.toon_traps","公仔陷阱"
"specials.name.toon_ultimatum","公仔通牒"
"specials.name.toon_vines","公仔藤蔓"
"specials.name.toon_wave","公仔之波"
"specials.name.toon_waza","公仔秘技"
"specials.name.toonball","公仔球"
"specials.name.tooncry","公仔吼"
"specials.name.toonpower_pulverizer","公仔強力粉碎"
"specials.name.toons_luck","公仔好運"
"specials.name.toons_order","公仔之令"
"specials.name.toontastic_feast","公仔盛宴"
"specials.name.toontastic_fog","公仔驚奇霧"
"specials.name.toontastic_link","公仔絕妙連結"
"specials.name.toontastic_protection","公仔保護"
"specials.name.toontastic_pulverizer","公仔粉碎機"
"specials.name.toontastic_riposte","公仔精彩還擊"
"specials.name.toontastic_smash","公仔驚奇粉碎"
"specials.name.toontastic_strike","公仔驚奇打擊"
"specials.name.total_beatdown","徹底鎮壓"
"specials.name.tough_love","愛的大砲"
"specials.name.towers_curse","飛沙狂風"
"specials.name.toxic_berry_blast","毒莓爆裂"
"specials.name.toxic_bile","劇毒膽汁"
"specials.name.toxic_flames","劇毒烈焰"
"specials.name.toxic_fumes","劇毒煙霧"
"specials.name.toxic_gas_cloud","毒氣雲"
"specials.name.toxic_headbutt","劇毒頭槌"
"specials.name.toxic_incense","劇毒檀香"
"specials.name.toxic_spit","劇毒唾液"
"specials.name.toxic_stinger","劇毒刺針"
"specials.name.toxic_traps","劇毒陷阱"
"specials.name.toxic_tricks","劇毒詭計"
"specials.name.toxicadendra","加速成長"
"specials.name.trainer_blast","訓練師爆裂"
"specials.name.trainer_slash","虎衛侵襲"
"specials.name.tranquil_mist","寧靜之霧"
"specials.name.transcendental_charge","超凡充能"
"specials.name.transcendental_frame","超凡法術"
"specials.name.transfigure","變身"
"specials.name.travelers_snack","旅人零食"
"specials.name.treasure_ale","寶藏麥芽酒"
"specials.name.trial_of_darkness","暗黑試煉"
"specials.name.trial_of_fauna","獸群試煉"
"specials.name.trial_of_fire","烈火試煉"
"specials.name.trial_of_flames","焚燄試煉"
"specials.name.trial_of_flora","繁花試煉"
"specials.name.trial_of_frost","密林試煉"
"specials.name.trial_of_ice","冰雪試煉"
"specials.name.trial_of_nature","自然試煉"
"specials.name.trial_of_pain","平原試煉"
"specials.name.trial_of_the_moon","明月試煉"
"specials.name.trial_of_the_sun","烈日試煉"
"specials.name.trial_of_the_waters","水域試煉"
"specials.name.tribal_rage","部族之怒"
"specials.name.tribal_rage_pve","部族之怒"
"specials.name.trick_of_the_trade","箇中門道"
"specials.name.trickster_grenades","戲法師手榴彈"
"specials.name.tricksters_buff","瓶子"
"specials.name.tricksters_damage","刀劍"
"specials.name.tricksters_exchange","戲法師金牌手"
"specials.name.tricksters_lullaby","戲法師的催眠曲"
"specials.name.tricksters_malice","戲法師之惡意"
"specials.name.tricksters_mischief","戲法師的惡作劇"
"specials.name.tricksters_negative","冰凍"
"specials.name.tricksters_transformation","騙徒的悔悟"
"specials.name.triple_stab","三倍戳擊"
"specials.name.triumph_of_strategy","致勝策略"
"specials.name.tropical_ambush","熱帶伏擊"
"specials.name.tumbling_dragon","翻騰巨龍"
"specials.name.tumbling_dragon2","翻騰巨龍"
"specials.name.turquoise_falcon","綠松石飛鷹"
"specials.name.twilight_of_crimes","罪惡之暮"
"specials.name.twilight_of_ruin","毁灭之暮"
"specials.name.twilight_of_sorrow","悲傷之暮"
"specials.name.twilight_star_strike","暮光星打擊"
"specials.name.twilight_tricks","暮光技巧"
"specials.name.twist_of_fate","命運轉折"
"specials.name.twist_of_fate_minor","扭轉的命運"
"specials.name.twostep_swing","兩步揮擊"
"specials.name.ultimate_giftsack","終極禮袋"
"specials.name.unbreakable_brawler","無敵鬥士"
"specials.name.unbroken_assault","不間斷突擊"
"specials.name.unchained_jaws","破鍊下顎"
"specials.name.unchained_jaws_ultimate_boss","破鍊下顎"
"specials.name.undead_obliteration","不死毀滅者"
"specials.name.undead_penance_poetic","不死懺悔"
"specials.name.undead_rage","咒語之箭"
"specials.name.undead_razer","不死刀客"
"specials.name.under_the_surf","浪潮之下"
"specials.name.underwater_magma_cube","水底岩漿立方"
"specials.name.underwater_riddle","水下謎語"
"specials.name.undying_heads","不死之顱"
"specials.name.undying_heads_ultimate_boss","九頭蛇頭"
"specials.name.undying_incantation","不死咒語"
"specials.name.undying_summon","不死召喚"
"specials.name.unerring_course","準確方向"
"specials.name.unfeeling_assailing","無形襲擊"
"specials.name.unhallowed_spirits","邪靈"
"specials.name.unholy_light","罪惡之光"
"specials.name.unholy_power","罪惡之力"
"specials.name.unholy_rain","罪惡之雨"
"specials.name.unite_and_oppose","造反與推翻"
"specials.name.unnatural_pact","火力吞噬者"
"specials.name.unrelenting_hunter","無情獵手"
"specials.name.unrelenting_riposte","無情還擊"
"specials.name.unstoppable_charge","勢不可擋的衝撞"
"specials.name.unstoppable_growl","巨威咆哮"
"specials.name.unwavering_devotion","堅定奉獻"
"specials.name.unwavering_devotion_pve","堅定奉獻"
"specials.name.unwavering_focus","堅定聚焦"
"specials.name.unyielding_protector","不屈保衛者"
"specials.name.unyielding_stance","不屈姿態"
"specials.name.unyielding_sword","不屈之劍"
"specials.name.urgent_gift_delivery","禮物急件"
"specials.name.ursine_protection","熊之守護"
"specials.name.valiant_lunge","英勇猛刺"
"specials.name.valkyrie_charge","女武神衝鋒"
"specials.name.valkyrie_defense","女武神防禦"
"specials.name.valkyrie_resistance","女武神抗性"
"specials.name.valkyrie_rush","女武神突襲"
"specials.name.valkyries_fortitude","女武神的堅毅"
"specials.name.valorant_strike","英勇打擊"
"specials.name.valuable_contribution","珍貴奉獻"
"specials.name.vampire_killer","吸血鬼殺手"
"specials.name.vampiric_cleave","吸血鬼劈擊"
"specials.name.vampiric_curse","吸血鬼詛咒"
"specials.name.vampiric_heist","劫血"
"specials.name.vampiric_touch","吸血之觸"
"specials.name.vanguard_of_passion","熱忱先鋒"
"specials.name.vantage_point","有利位置"
"specials.name.vapors_of_the_underworld","地獄之霧"
"specials.name.vast_ward","固悍守衛"
"specials.name.vengeance_of_owlhalla","貓頭鷹哈拉的復仇"
"specials.name.vengeful_backstab","復仇背刺"
"specials.name.vengeful_scythe","復仇鐮刀"
"specials.name.venom_slash","毒液劈斬"
"specials.name.venomfang_concoction","毒牙藥水"
"specials.name.venomous_claws","劇毒之爪"
"specials.name.venomous_jab","毒刺"
"specials.name.venomous_spores","毒液孢子"
"specials.name.venomous_sting_dragon_pve","毒刺"
"specials.name.verdant_mirror","青翠鏡"
"specials.name.verdant_trap","翠綠陷阱"
"specials.name.vertical_slash","豎向連斬"
"specials.name.vicious_axe","惡毒利斧"
"specials.name.vicious_cyclone","惡毒旋風"
"specials.name.vicious_strike","惡毒打擊"
"specials.name.vicious_trap","惡毒陷阱"
"specials.name.vigilante_punch","義俠搥擊"
"specials.name.vigorous_aegis","活力神盾"
"specials.name.vigorous_villanelle","精力牧歌"
"specials.name.vile_blessing","虛弱詛咒"
"specials.name.villain_swing","惡棍揮擊"
"specials.name.viper_blade","丈八蛇矛"
"specials.name.viper_blade_costume_bear_slayer","熊之刃"
"specials.name.viscous_shield_justico","黏稠盾牌"
"specials.name.vitalizing_show","甦生奇觀"
"specials.name.vitrail_flames","彩繪玻璃火焰"
"specials.name.viziers_curse","飛沙狂風"
"specials.name.voice_of_authority","權威之音"
"specials.name.void_blast","虛空爆裂"
"specials.name.void_bomb","虛空炸彈"
"specials.name.void_orb_dragon_pve","虛空球"
"specials.name.voidshield","虛空護盾"
"specials.name.volatile_crystal_conduit","揮發水晶導管"
"specials.name.volcanic_blast","火山爆裂"
"specials.name.volcanic_boulders","火山巨石"
"specials.name.volcanic_eruption","火山噴發"
"specials.name.volcanic_explosion","火山爆炸"
"specials.name.volcanic_flareup","火山燃燄"
"specials.name.volcanic_rush","火山猛攻"
"specials.name.volcanic_shell","火山殼"
"specials.name.volcanic_tantrum","爆炸公仔"
"specials.name.voluminous_vigor","浩繁瀚力"
"specials.name.wall_of_ice","寒冰之牆"
"specials.name.wall_of_ki","氣之牆"
"specials.name.wall_of_ki2","氣之牆"
"specials.name.wall_of_swords","劍墻"
"specials.name.wallet_pulverizer","粉碎算盤"
"specials.name.wand_of_mana_control","法力操控魔杖"
"specials.name.wand_of_mana_trickery","法力詐術魔杖"
"specials.name.wandering_star_shot","遊蕩星射擊"
"specials.name.war_feast","戰爭盛宴"
"specials.name.war_song","戰歌"
"specials.name.warcry","戰嚎"
"specials.name.warcry_of_the_hunt","狩獵戰嚎"
"specials.name.warcry_of_the_jungle","叢林戰吼"
"specials.name.warding_off_evil","避邪"
"specials.name.warped_timepiece","扭曲鐘錶"
"specials.name.watchful_duty","守望之責"
"specials.name.water_jet_dragon_pve","水噴射"
"specials.name.waters_of_nourishment","營養水域"
"specials.name.watery_grave","葬身魚腹"
"specials.name.weakening_strike","削弱打擊"
"specials.name.web_of_spies","奸細網絡"
"specials.name.welding_sweep_dragon_pve","焊接橫掃"
"specials.name.whimsical_aid","夢幻輔助"
"specials.name.whirlpool","漩渦"
"specials.name.whirlpool_dash","漩渦衝刺"
"specials.name.whirlwind_blows","旋風打擊"
"specials.name.whispers_of_xulu","徐璐耳語"
"specials.name.whiteout","白化致盲"
"specials.name.wicked_witchcraft","邪惡巫術"
"specials.name.wide_slash","揮斬"
"specials.name.widows_kiss","寡婦之吻"
"specials.name.wild_cleave","荒野劈擊"
"specials.name.wild_growth","野蠻生長"
"specials.name.will_of_fire","烈火意志"
"specials.name.wily_wisps","狡猾巫師"
"specials.name.wind_gospel","疾風福音"
"specials.name.wind_prayer","疾風禱告"
"specials.name.wings_of_destruction_pve","毀滅之翼"
"specials.name.wings_of_force","力量之翼"
"specials.name.wings_of_frost","冰霜之翼"
"specials.name.wings_of_laceration","撕裂之翼"
"specials.name.wings_of_recovery","復原之翼"
"specials.name.wings_of_shadow","暗影之翼"
"specials.name.wings_of_thorn","荊棘之翼"
"specials.name.wisdom_of_the_gnomes","地精的智慧"
"specials.name.wise_mans_counsel","智者的忠告"
"specials.name.witch_killer","女巫殺手"
"specials.name.witch_slayer","女巫屠戮者"
"specials.name.withering_seasons","枯萎季節"
"specials.name.wolf_bite","狼之撕咬"
"specials.name.word_of_queen","女王命令"
"specials.name.word_of_skies","天降偈語"
"specials.name.worm_bite","蟲咬"
"specials.name.wounding_strike","創傷打擊"
"specials.name.wrap","掩護"
"specials.name.wrath_of_fate","命運之怒"
"specials.name.wrath_of_frozen_soul","凍靈之怒"
"specials.name.wrath_of_the_ancient","遠古之怒"
"specials.name.wrath_of_the_nine_beaks","九喙之怒"
"specials.name.wrath_of_tundra","苔原之怒"
"specials.name.wrathful_sting","暴怒刺擊"
"specials.name.wrenching_strike","痛苦打擊"
"specials.name.xenda_special","地獄烈火"
"specials.name.xenda_special_costume","地獄火焰"
"specials.name.yellow_beetloid_bite","黃色電磁甲蟲撕咬"
"specials.name.yellow_signs","黃之印"
"specials.name.yurei","野鬼"
"specials.name.zombie_curse","僵屍庇佑"
"specials.name.zombie_invocation","僵屍祈願"
"specials.name.zooming_lunge","縮放猛刺"
